,Fossil Hard coal,Fossil Gas,Nuclear,ETS,A1,P20
193,6.909599999999999,13.28,5.1,30.26,0.22801382754908717,0.5483808498655783
194,6.909599999999999,13.28,5.1,30.26,0.22801382754908717,0.5483808498655783
195,6.924,12.895,5.1,30.56,0.22140348691897435,0.5321468443801808
196,6.924,11.415,5.1,29.98,0.19599230735386527,0.46974079731943136
197,6.924,10.99,5.1,29.98,0.18869517808685762,0.451820141913473
198,6.924,10.735,5.1,29.28,0.18431690052665298,0.4410677486698977
199,6.924,10.815,5.1,30.38,0.18569047780044257,0.44444104851101923
200,6.924,10.815,5.1,30.38,0.18569047780044257,0.44444104851101923
201,6.924,10.815,5.1,30.38,0.18569047780044257,0.44444104851101923
202,7.0104,10.16,5.1,30.5,0.1744443138712896,0.4168221560618364
203,7.0104,10.75,5.1,31.33,0.18457444626548863,0.4417002423901083
204,7.0104,10.075,5.1,30.7,0.1729848880178881,0.41323802498064477
205,7.0104,10.025,5.1,30.51,0.17212640222176967,0.4111297125799438
206,7.0104,9.965,5.1,29.75,0.17109621926642735,0.40859973769910257
207,7.0104,9.965,5.1,29.75,0.17109621926642735,0.40859973769910257
208,7.0104,9.965,5.1,29.75,0.17109621926642735,0.40859973769910257
209,6.972,9.81,5.1,29.85,0.16843491329845986,0.40206396925692944
210,6.972,9.79,5.1,29.29,0.1680915189800124,0.40122064429664905
211,6.972,11.0,5.1,29.38,0.1888668752460813,0.4522418043936132
212,6.972,12.36,5.1,30.83,0.21221768890050577,0.50958790169268
213,6.972,12.015,5.1,30.61,0.2062941369072879,0.4950405461278433
214,6.972,12.015,5.1,30.61,0.2062941369072879,0.4950405461278433
215,6.972,12.015,5.1,30.61,0.2062941369072879,0.4950405461278433
216,6.7692000000000005,11.465,5.1,30.04,0.19685079314998383,0.47184910972013233
217,6.7692000000000005,10.95,5.1,29.7,0.1880083894499628,0.4501334919929121
218,6.7692000000000005,11.41,5.1,29.56,0.1959064587742534,0.46952996607936126
219,6.7692000000000005,12.075,5.1,29.78,0.20732431986263022,0.49757052100868454
220,6.7692000000000005,12.025,5.1,29.36,0.2064658340665115,0.4954622086079834
221,6.7692000000000005,12.025,5.1,29.36,0.2064658340665115,0.4954622086079834
222,6.7692000000000005,12.025,5.1,29.36,0.2064658340665115,0.4954622086079834
223,6.7368,11.42,5.1,27.91,0.19607815593347708,0.4699516285595013
224,6.7368,11.86,5.1,28.3,0.20363283093932041,0.48850477768567013
225,6.7368,11.18,5.1,28.12,0.1919574241121081,0.45983172903613667
226,6.7368,11.225,5.1,27.2,0.19273006132861484,0.46172921019676766
227,6.7368,10.955,5.1,27.15,0.1880942380295746,0.450344323232982
228,6.7368,10.955,5.1,27.15,0.1880942380295746,0.450344323232982
229,6.7368,10.955,5.1,27.15,0.1880942380295746,0.450344323232982
230,6.643199999999999,10.785,5.1,27.73,0.1851753863227715,0.4431760610705988
231,6.643199999999999,11.215,5.1,27.42,0.19255836416939115,0.4613075477166274
232,6.643199999999999,11.415,5.1,27.17,0.19599230735386527,0.46974079731943136
233,6.643199999999999,10.99,5.1,26.81,0.18869517808685762,0.451820141913473
234,6.643199999999999,10.585,5.1,26.24,0.18174144313829735,0.43474281146779487
235,6.643199999999999,10.585,5.1,26.24,0.18174144313829735,0.43474281146779487
236,6.643199999999999,10.585,5.1,26.24,0.18174144313829735,0.43474281146779487
237,6.5784,10.315,5.1,26.97,0.1771056198392572,0.4233579245040094
238,6.5784,10.07,5.1,26.53,0.17289903943827623,0.4130271937405746
239,6.5784,10.235,5.1,27.11,0.1757320425654675,0.41998462466288805
240,6.5784,10.715,5.1,27.55,0.1839735062082055,0.44022442370961734
241,6.5784,12.795,5.1,27.37,0.2196865153267373,0.5279302195787788
242,6.5784,12.795,5.1,27.37,0.2196865153267373,0.5279302195787788
243,6.5784,12.795,5.1,27.37,0.2196865153267373,0.5279302195787788
244,6.8172,12.795,5.1,26.22,0.2196865153267373,0.5279302195787788
245,6.8172,12.1,5.1,26.21,0.2077535627606895,0.4986246772090352
246,6.8172,11.96,5.1,26.47,0.20534980253155746,0.492721402487072
247,6.8172,12.235,5.1,26.48,0.2100714744102096,0.5043171206909276
248,6.8172,12.35,5.1,26.05,0.21204599174128216,0.5091662392125399
249,6.8172,12.35,5.1,26.05,0.21204599174128216,0.5091662392125399
250,6.8172,12.35,5.1,26.05,0.21204599174128216,0.5091662392125399
251,7.228799999999999,12.235,5.1,25.97,0.2100714744102096,0.5043171206909276
252,7.228799999999999,14.405,5.1,27.69,0.2473297579617548,0.5958178788813507
253,7.228799999999999,14.355,5.1,27.27,0.24647127216563608,0.5937095664806497
254,7.228799999999999,14.465,5.1,27.42,0.24835994091709693,0.5983478537621922
255,7.228799999999999,14.71,5.1,27.38,0.2525665213180779,0.6086785845256267
256,7.228799999999999,14.71,5.1,27.38,0.2525665213180779,0.6086785845256267
257,7.228799999999999,14.71,5.1,27.38,0.2525665213180779,0.6086785845256267
258,7.355999999999999,15.335,5.1,28.07,0.2632975937695596,0.635032489534389
259,7.355999999999999,13.44,5.1,27.24,0.23076098209666657,0.5551274495478217
260,7.355999999999999,12.435,5.1,26.47,0.21350541759468375,0.5127503702937318
261,7.355999999999999,12.255,5.1,26.98,0.210414868728657,0.5051604456512083
262,7.355999999999999,12.71,5.1,27.59,0.21822708947333572,0.524346088497587
263,7.355999999999999,12.71,5.1,27.59,0.21822708947333572,0.524346088497587
264,7.355999999999999,12.71,5.1,27.59,0.21822708947333572,0.524346088497587
265,7.264799999999999,12.245,5.1,26.84,0.2102431715694332,0.5047387831710681
266,7.264799999999999,12.34,5.1,26.58,0.2118742945820584,0.5087445767323997
267,7.264799999999999,11.95,5.1,26.26,0.2051781053723337,0.4922997400069318
268,7.264799999999999,12.045,5.1,26.69,0.20680922838495888,0.4963055335682635
269,7.264799999999999,11.94,5.1,26.34,0.2050064082131101,0.4918780775267917
270,7.264799999999999,11.94,5.1,26.34,0.2050064082131101,0.4918780775267917
271,7.264799999999999,11.94,5.1,26.34,0.2050064082131101,0.4918780775267917
272,7.1796,16.39,5.1,25.76,0.2814116440676611,0.6795178811891803
273,7.1796,16.76,5.1,26.05,0.28776443895893844,0.6951193929543675
274,7.1796,16.005,5.1,25.2,0.2748013034375483,0.6632838757037826
275,7.1796,16.01,5.1,24.17,0.2748871520171602,0.6634947069438525
276,7.1796,15.77,5.1,23.91,0.2707664201957911,0.6533748074204877
277,7.1796,15.77,5.1,23.91,0.2707664201957911,0.6533748074204877
278,7.1796,15.77,5.1,23.91,0.2707664201957911,0.6533748074204877
279,7.29,15.505,5.1,24.35,0.26621644547636275,0.6422007516967724
280,7.29,15.64,5.1,23.5,0.2685343571258829,0.6478931951786654
281,7.29,15.575,5.1,23.6,0.2674183255909289,0.6451523890577542
282,7.29,15.85,5.1,24.18,0.27213999746958084,0.6567481072616094
283,7.29,16.135,5.1,25.36,0.2770333665074565,0.6687654879456053
284,7.29,16.135,5.1,25.36,0.2770333665074565,0.6687654879456053
285,7.29,16.135,5.1,25.36,0.2770333665074565,0.6687654879456053
286,7.240799999999999,16.04,5.1,25.06,0.2754022434948314,0.6647596943842737
287,7.240799999999999,16.065,5.1,26.64,0.2758314863928906,0.6658138505846238
288,7.240799999999999,16.075,5.1,27.23,0.27600318355211423,0.6662355130647637
289,7.240799999999999,16.025,5.1,27.0,0.2751446977559957,0.6641272006640627
290,7.240799999999999,15.965,5.1,26.8,0.2741145148006536,0.6615972257832219
291,7.240799999999999,15.965,5.1,26.8,0.2741145148006536,0.6615972257832219
292,7.240799999999999,15.965,5.1,26.8,0.2741145148006536,0.6615972257832219
293,7.1424,15.61,5.1,26.83,0.2680192656482117,0.6466282077382446
294,7.1424,15.595,5.1,26.52,0.26776171990937625,0.6459957140180344
295,7.1424,15.415,5.1,25.59,0.2646711710433495,0.638405789375511
296,7.1424,15.655,5.1,26.28,0.26879190286471855,0.6485256888988752
297,7.1424,15.235,5.1,25.8,0.26158062217732253,0.6308158647329871
298,7.1424,15.235,5.1,25.8,0.26158062217732253,0.6308158647329871
299,7.1424,15.235,5.1,25.8,0.26158062217732253,0.6308158647329871
300,6.783599999999999,14.39,5.1,25.93,0.2470722122229191,0.5951853851611406
301,6.783599999999999,13.835,5.1,26.25,0.23754301988600315,0.5717831175133594
302,6.783599999999999,13.78,5.1,26.76,0.2365986855102729,0.5694639738725885
303,6.783599999999999,16.135,5.1,26.35,0.2770333665074565,0.6687654879456053
304,6.783599999999999,16.175,5.1,26.02,0.27772015514435133,0.670452137866166
305,6.783599999999999,16.175,5.1,26.02,0.27772015514435133,0.670452137866166
306,6.783599999999999,16.175,5.1,26.02,0.27772015514435133,0.670452137866166
307,6.762,16.48,5.1,26.37,0.2829569185006746,0.683312843510442
308,6.762,16.79,5.1,26.24,0.2882795304366094,0.6963843803947883
309,6.762,16.28,5.1,25.52,0.27952297531620046,0.6748795939076382
310,6.762,16.12,5.1,25.65,0.27677582076862106,0.6681329942253951
311,6.762,15.94,5.1,25.56,0.2736852719025943,0.660543069582871
312,6.762,15.94,5.1,25.56,0.2736852719025943,0.660543069582871
313,6.762,15.94,5.1,25.56,0.2736852719025943,0.660543069582871
314,6.6576,15.845,5.1,25.65,0.2720541488899689,0.6565372760215391
315,6.6576,15.545,5.1,24.83,0.2669032341132577,0.6438874016173334
316,6.6576,15.45,5.1,25.1,0.26527211110063237,0.6398816080560015
317,6.6576,15.67,5.1,24.67,0.26904944860355406,0.6491581826190858
318,6.6576,15.715,5.1,24.57,0.2698220858200607,0.6510556637797172
319,6.6576,15.715,5.1,24.57,0.2698220858200607,0.6510556637797172
320,6.6576,15.715,5.1,24.57,0.2698220858200607,0.6510556637797172
321,6.663599999999999,15.23,5.1,24.13,0.26149477359771084,0.6306050334929173
322,6.663599999999999,15.29,5.1,24.17,0.26252495655305297,0.6331350083737581
323,6.663599999999999,15.59,5.1,24.75,0.26767587132976434,0.6457848827779644
324,6.663599999999999,15.625,5.1,24.66,0.2682768113870474,0.6472607014584552
325,6.663599999999999,16.05,5.1,25.31,0.27557394065405494,0.6651813568644136
326,6.663599999999999,16.05,5.1,25.31,0.27557394065405494,0.6651813568644136
327,6.663599999999999,16.05,5.1,25.31,0.27557394065405494,0.6651813568644136
328,6.783599999999999,16.235,5.1,25.16,0.27875033809969363,0.6729821127470071
329,6.783599999999999,15.85,5.1,25.11,0.27213999746958084,0.6567481072616094
330,6.783599999999999,15.98,5.1,25.84,0.27437206053948904,0.6622297195034317
331,6.783599999999999,15.98,5.1,25.73,0.27437206053948904,0.6622297195034317
332,6.783599999999999,16.33,5.1,25.94,0.2803814611123188,0.6769879063083392
333,6.783599999999999,16.33,5.1,25.94,0.2803814611123188,0.6769879063083392
334,6.783599999999999,16.33,5.1,25.94,0.2803814611123188,0.6769879063083392
335,6.702,15.81,5.1,25.06,0.27145320883268587,0.6550614573410487
336,6.702,15.77,5.1,24.74,0.2707664201957911,0.6533748074204877
337,6.702,15.88,5.1,25.48,0.272655088947252,0.6580130947020298
338,6.702,15.415,5.1,25.43,0.2646711710433495,0.638405789375511
339,6.702,15.14,5.1,25.68,0.2599494991646975,0.6268100711716555
340,6.702,15.14,5.1,25.68,0.2599494991646975,0.6268100711716555
341,6.702,15.14,5.1,25.68,0.2599494991646975,0.6268100711716555
342,6.453599999999999,14.89,5.1,25.87,0.2556570701841045,0.6162685091681505
343,6.453599999999999,14.53,5.1,25.68,0.24947597245205094,0.6010886598831031
344,6.453599999999999,14.045,5.1,25.19,0.24114866022970108,0.5806380295963037
345,6.453599999999999,14.77,5.1,25.79,0.25359670427342,0.6112085594064678
346,6.453599999999999,13.805,5.1,24.71,0.23702792840833198,0.5705181300729386
347,6.453599999999999,13.805,5.1,24.71,0.23702792840833198,0.5705181300729386
348,6.453599999999999,13.805,5.1,24.71,0.23702792840833198,0.5705181300729386
349,6.4152,13.89,5.1,25.52,0.23848735426173376,0.5741022611541308
350,6.4152,14.46,5.1,26.61,0.24827409233748504,0.5981370225221216
351,6.4152,14.95,5.1,27.13,0.25668725313944696,0.6187984840489916
352,6.4152,15.005,5.1,27.38,0.25763158751517723,0.6211176276897628
353,6.4152,14.235,5.1,27.21,0.24441090625495143,0.5886496167189674
354,6.4152,14.235,5.1,27.21,0.24441090625495143,0.5886496167189674
355,6.4152,14.235,5.1,27.21,0.24441090625495143,0.5886496167189674
356,6.42,13.025,5.1,27.08,0.2236355499888826,0.5376284566220034
357,6.42,12.605,5.1,26.62,0.21642426930148692,0.519918632456115
358,6.42,12.605,5.1,26.62,0.21642426930148692,0.519918632456115
359,6.42,12.605,5.1,26.62,0.21642426930148692,0.519918632456115
360,6.42,12.765,5.1,27.25,0.21917142384906613,0.5266652321383583
361,6.42,12.765,5.1,27.25,0.21917142384906613,0.5266652321383583
362,6.42,12.765,5.1,27.25,0.21917142384906613,0.5266652321383583
363,8.6016,12.295,5.1,25.63,0.21110165736555175,0.506847095571769
364,8.6016,12.05,5.1,25.18,0.20689507696457096,0.49651636480833383
1096,16.1064,80.435,7.64,84.01,1.381046100315914,3.380055235247084
1097,16.1064,80.435,7.64,84.01,1.381046100315914,3.380055235247084
1098,16.1064,80.435,7.64,84.01,1.381046100315914,3.380055235247084
1099,16.1064,88.74,7.64,84.91,1.5236405910512052,3.7302459250035183
